RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2653,15761348,414,601,0,1,38,0,0.0,2,1,0,165196.65,0
6820,15787602,1008,568,2,0,39,5,0.0,2,1,1,129569.92,0
1073,15625698,689,624,2,1,23,6,0.0,2,0,1,196668.51,0
5453,15798256,1009,558,0,1,45,1,153697.53,2,0,0,89891.4,1
9961,15681026,546,795,1,1,33,9,104552.72,1,1,1,120853.83,1
5106,15718465,1010,671,1,0,51,3,96891.46,1,1,0,176403.33,1
3079,15685576,312,527,2,1,36,6,0.0,2,1,1,102280.29,0
7350,15717629,1011,632,1,0,42,6,59972.26,2,0,1,148172.94,0
1921,15723720,828,591,0,1,31,7,0.0,2,0,1,48778.46,0
8156,15715715,1012,799,2,0,38,2,0.0,2,1,1,59297.34,0
2740,15723894,1013,625,0,0,45,7,137555.44,1,0,0,124607.7,0
5954,15696141,1014,516,2,1,31,7,0.0,1,1,0,47018.75,0
9070,15777459,261,619,2,1,32,4,175406.13,2,1,1,172792.43,1
2294,15801265,439,689,2,1,45,0,57784.22,1,1,0,197804.0,1
5848,15569666,994,517,0,1,45,4,0.0,1,0,0,172674.36,1
562,15800440,433,650,2,0,61,1,152968.73,1,0,1,82970.69,0
1413,15588986,66,673,1,1,29,4,99097.36,1,1,1,9796.69,0
7663,15650591,363,809,1,0,50,10,118098.62,1,1,1,100720.02,1
5919,15742609,46,600,1,0,28,2,116623.31,1,0,1,59905.29,0
8220,15607560,1015,572,0,1,39,2,0.0,2,1,1,555.28,0
5740,15695872,1016,712,0,1,30,1,89571.59,1,1,1,177613.19,0
9739,15664547,839,760,0,0,37,7,0.0,1,0,0,32863.24,1
651,15730447,164,629,0,1,49,4,0.0,2,1,1,196335.48,0
4250,15712938,787,531,0,0,44,3,0.0,2,1,1,34416.79,0
1013,15655274,1017,548,0,1,29,4,0.0,2,0,1,48673.18,0
4929,15771857,1018,513,2,0,39,7,89039.9,2,1,1,146738.83,0
8460,15760063,1019,595,2,0,23,7,0.0,2,1,1,168085.97,0
2259,15776631,170,466,0,1,36,5,119540.15,1,0,1,80603.99,0
1764,15602844,709,717,0,0,38,7,97459.06,1,0,0,189175.71,0
2652,15604544,111,850,1,0,40,4,166082.15,2,0,1,44406.17,0
7091,15565714,636,601,0,0,47,1,64430.06,2,0,1,96517.97,0
9602,15797692,744,659,0,1,33,7,89939.62,1,1,0,136540.09,0
1838,15619343,1020,561,0,0,56,7,152759.0,2,1,0,133167.11,1
7631,15748986,1021,705,1,0,42,8,166685.92,2,1,1,55313.51,0
7872,15711602,1022,676,0,1,36,3,91711.59,1,1,1,95393.43,0
7313,15688264,1023,629,0,1,43,0,0.0,2,1,1,41263.69,0
3115,15636023,1024,619,0,1,40,10,0.0,1,1,1,147093.84,1
1325,15765537,18,687,1,0,26,2,142721.52,1,1,1,153605.75,0
3063,15697574,239,582,0,1,40,9,0.0,3,1,1,60954.45,0
5777,15793478,740,593,1,1,39,8,151391.68,1,1,0,27274.6,1
7585,15595010,694,694,2,1,39,9,0.0,2,0,0,99924.04,0
2438,15768387,1025,581,0,0,41,8,0.0,2,0,0,29737.14,0
4877,15585133,831,657,2,1,27,8,0.0,2,0,0,6468.24,0
7681,15665181,1026,808,2,0,25,7,0.0,2,0,1,23180.37,0
7706,15647306,1027,777,0,1,29,9,131240.61,1,1,1,163746.09,1
4189,15786153,828,644,1,0,47,9,137774.11,2,1,0,151902.78,0
2052,15792222,752,712,0,1,37,1,106881.5,2,0,0,169386.81,0
198,15777892,1028,721,1,0,37,3,107720.64,1,1,1,158591.12,0
6492,15656717,1029,687,0,1,30,6,0.0,2,0,0,179206.92,0
4016,15631603,1030,813,0,0,32,1,122889.88,1,1,1,26476.18,0
2843,15785782,1031,513,2,0,48,2,0.0,1,1,1,114709.13,1
3865,15808960,1032,620,1,0,40,5,108197.11,2,1,0,49722.34,0
9492,15619674,82,649,0,1,35,4,108306.44,1,1,1,192486.24,0
643,15809663,429,583,0,1,27,1,125406.58,1,1,1,110784.42,0
6665,15667632,1033,703,0,1,42,7,0.0,2,0,1,72500.68,0
2922,15599081,941,507,1,1,46,8,102785.16,1,1,1,70323.68,0
5151,15614716,1034,515,0,1,37,0,196853.62,1,1,1,132770.11,0
4999,15792916,1035,559,2,1,40,7,144470.77,1,1,1,18917.95,0
1130,15685309,1036,669,0,1,35,7,0.0,1,1,1,49108.23,1
478,15809722,1037,611,0,1,40,8,100812.33,2,1,0,147358.27,0
3606,15788683,651,588,1,1,34,10,129417.82,1,1,0,153727.32,0
2583,15703205,1038,656,0,1,46,5,113402.14,2,1,1,138849.06,0
4038,15807563,442,841,0,1,52,5,0.0,1,0,0,183239.71,1
9068,15684645,44,704,1,0,41,9,62078.21,2,1,0,129050.67,0
4393,15757140,787,787,0,0,51,0,58137.08,1,0,1,142538.31,0
5096,15742442,964,705,2,1,46,5,89364.91,1,0,1,139162.15,0
2633,15716000,1039,638,2,0,48,2,0.0,2,1,1,7919.08,0
9648,15679693,805,625,0,0,31,5,0.0,2,0,1,90.07,0
3608,15771855,577,682,0,0,37,5,0.0,2,0,1,112554.68,0
9851,15626012,1040,459,0,0,26,4,149879.66,1,0,0,50016.17,0
7346,15567834,1041,719,0,0,49,5,105918.1,1,1,1,16246.59,0
6137,15773071,1042,780,2,1,33,6,145580.61,1,1,1,154598.56,0
3505,15700710,1043,490,0,1,37,3,116465.53,1,0,1,24435.77,0
6610,15766047,1044,748,0,1,41,2,91621.69,1,1,1,71139.31,0
3203,15598070,154,564,0,1,33,4,135946.26,1,1,0,63170.0,0
4174,15747808,1045,712,0,0,29,3,102540.61,1,1,1,189680.79,0
1734,15752508,1011,614,1,0,32,7,99462.8,2,1,1,51117.06,0
8834,15760873,46,594,0,0,50,7,81310.34,1,1,1,183868.01,0
9708,15687431,1046,642,0,1,41,7,115171.71,1,1,1,37674.47,0
8841,15646969,1047,776,2,0,33,2,0.0,2,1,1,176921.0,0
496,15804256,1048,765,1,0,36,8,92310.54,2,1,1,72924.56,0
6855,15754574,739,738,2,0,36,5,0.0,2,1,1,96881.32,0
8315,15734177,1049,643,0,0,33,4,0.0,2,1,1,152992.04,0
4175,15810593,300,568,0,0,51,4,0.0,3,1,1,66586.56,0
2768,15747265,694,598,1,1,27,10,171283.91,1,1,1,84136.12,0
6182,15797194,218,570,0,0,39,10,129674.89,2,1,0,80552.36,0
8631,15786042,1050,706,1,1,44,2,185932.18,2,1,0,65413.41,0
4098,15663386,658,597,2,1,26,7,0.0,2,1,0,110253.2,0
9813,15711572,1051,705,1,1,31,9,110941.93,2,1,0,163484.8,0
1090,15649744,902,628,0,1,51,3,123981.31,2,1,1,40546.15,0
4547,15738248,477,662,0,1,37,5,0.0,2,1,0,151871.84,0
1033,15750243,787,830,2,0,40,4,0.0,2,0,1,81622.52,0
5819,15667971,1052,592,1,1,34,6,102143.93,2,1,1,102628.98,0
8354,15753840,487,524,2,1,32,6,0.0,1,1,1,132861.9,1
9855,15752650,1053,681,2,1,37,6,121231.39,1,1,1,146366.08,0
614,15805062,1054,667,2,0,38,1,87202.38,1,1,1,77866.91,0
774,15685320,752,767,0,0,36,3,139180.2,1,0,0,123880.19,0
5822,15643188,1055,671,1,1,47,7,114603.76,2,1,0,153194.32,1
6552,15651740,881,525,2,1,30,5,0.0,2,0,1,149195.44,0
4079,15690440,1056,656,2,0,47,1,0.0,2,1,1,197961.93,0
8960,15627195,1057,568,1,0,26,1,112930.28,2,1,0,22095.73,0
6052,15623220,487,723,2,1,45,4,0.0,2,1,0,37214.39,0
3989,15650442,1058,644,1,1,32,8,141528.88,1,1,1,167087.34,1
6365,15663421,437,527,2,0,28,6,128396.33,2,1,0,79919.97,0
9036,15807555,1026,535,0,0,45,2,0.0,2,1,0,125658.28,0
7505,15587038,942,654,2,1,32,2,0.0,1,1,1,51972.92,1
7201,15593959,1059,524,0,0,28,1,93577.3,1,1,1,51670.82,0
1040,15577478,442,714,0,1,72,3,0.0,1,1,1,86733.61,0
6733,15718588,26,548,0,1,37,9,0.0,2,0,0,98029.58,0
4716,15738220,1060,800,2,0,38,1,0.0,2,1,0,51553.43,0
9372,15781987,1061,641,0,0,31,9,112494.99,1,1,1,32231.6,0
7123,15815443,477,527,2,1,46,10,131414.76,1,1,0,54947.51,0
9355,15791501,502,590,0,0,43,8,0.0,2,1,1,143628.31,0
172,15613172,698,628,1,0,27,5,95826.49,2,1,0,155996.96,0
776,15752137,1062,648,0,0,33,7,134944.0,1,1,1,117036.38,0
9081,15620443,268,711,0,1,81,6,0.0,2,1,1,72276.24,0
9272,15774285,1063,649,2,1,47,8,110783.28,1,1,1,71420.16,0
2122,15583576,278,671,0,0,30,2,0.0,1,0,1,102057.86,0
958,15731522,396,771,2,1,67,8,0.0,2,1,1,51219.8,0
4086,15627251,207,520,0,0,34,4,134007.9,1,1,1,193209.11,0
3308,15618566,49,572,0,1,38,7,0.0,2,1,1,133122.62,0
1710,15713843,32,850,2,0,30,2,0.0,2,0,1,27937.12,0
1326,15729975,276,613,0,1,46,8,167795.6,1,0,1,44390.38,0
572,15730076,561,651,0,0,45,1,0.0,1,1,0,67740.08,1
9621,15620557,1045,561,2,0,37,4,101470.29,1,0,1,88838.14,0
9662,15742019,1064,675,0,1,39,6,0.0,2,0,0,83419.15,0
1841,15569209,1065,464,2,1,34,5,76001.57,1,1,1,158668.87,0
8617,15725076,164,653,2,1,27,6,107751.68,2,1,1,33389.42,0
9434,15582903,1066,643,0,0,39,7,0.0,2,1,1,170392.59,0
5361,15661349,1067,633,0,0,35,10,0.0,2,1,0,65675.47,0
821,15596939,1068,659,1,0,36,4,132578.92,2,1,0,84320.94,0
5976,15758039,1069,614,0,0,44,6,0.0,2,0,1,104930.46,0
5833,15607786,735,709,0,0,26,6,156551.63,1,0,1,4410.77,0
1392,15787835,907,775,1,1,38,4,125212.65,2,1,1,15795.88,1
6618,15700826,63,678,1,1,54,1,123699.28,2,0,1,105221.76,0
8884,15707696,649,471,2,1,28,5,0.0,2,1,1,22356.97,0
1170,15650351,440,653,0,1,38,8,102133.38,1,1,1,166520.96,0
1367,15621353,56,645,2,1,37,7,0.0,2,1,0,13589.93,0
1879,15641043,492,648,2,0,35,7,0.0,2,1,1,78436.36,0
8379,15701319,45,614,1,1,37,6,96340.81,2,1,1,139377.24,1
4166,15725478,1070,775,0,0,60,7,0.0,2,1,1,111558.7,0
5279,15799300,32,510,1,0,31,0,113688.63,1,1,0,33099.41,1
419,15659843,853,643,0,1,46,6,0.0,2,0,0,106781.59,0
5680,15621974,1071,778,1,1,33,4,111063.73,2,1,0,83556.65,0
56,15760861,1072,619,0,0,43,1,125211.92,1,1,1,113410.49,0
3227,15796351,283,603,1,0,35,1,105346.03,2,1,1,130379.5,0
1541,15605950,1073,530,1,0,23,1,137060.88,2,1,1,165227.23,0
1425,15596671,529,603,2,1,42,8,91611.12,1,0,0,144675.3,1
1053,15623471,545,607,1,0,38,3,98205.77,1,1,0,176318.27,0
7381,15625311,710,589,1,1,41,7,92618.62,1,1,1,101178.85,0
7514,15632275,1074,718,0,0,29,2,0.0,1,1,0,126336.72,0
9977,15656062,668,637,0,1,33,7,103377.81,1,1,0,84419.78,0
5906,15731519,784,511,0,1,30,5,0.0,2,1,0,143994.86,0
8802,15606115,126,510,0,1,52,6,191665.21,1,1,1,131312.56,1
9842,15736327,330,567,1,1,46,1,68238.51,2,1,1,109572.58,0
7891,15665783,396,565,0,0,49,7,0.0,2,1,1,89609.26,0
6885,15662571,197,639,0,0,35,8,0.0,2,1,0,170483.9,0
3631,15782456,1075,656,0,0,46,9,143267.14,2,0,0,193099.43,0
3780,15694160,116,624,0,0,37,0,0.0,2,0,0,112104.55,0
7599,15613699,1076,430,0,1,60,7,73937.02,1,1,0,161937.62,1
4307,15727059,253,476,0,1,40,4,0.0,2,0,0,182547.04,0
1929,15716609,1077,484,1,0,54,3,134388.11,1,0,0,49954.79,1
5511,15636330,69,588,1,1,48,1,143279.58,2,1,0,31580.8,1
9253,15800805,1078,451,0,1,31,7,140931.82,1,0,1,20388.77,0
309,15773972,14,614,0,0,50,4,137104.47,1,1,0,127166.49,1
7993,15614137,594,685,0,1,40,7,0.0,2,1,0,103898.59,0
6580,15652401,1079,496,0,1,36,7,0.0,2,0,0,108098.28,0
8177,15800811,409,702,0,0,40,3,148556.74,1,0,1,146056.29,0
1452,15684198,221,551,0,1,38,10,0.0,2,1,1,216.27,0
121,15682472,1080,828,0,0,34,8,129433.34,2,0,0,38131.77,0
9853,15718765,197,501,2,0,43,6,104533.24,1,0,0,81123.59,1
8473,15709621,409,662,0,0,31,3,0.0,2,0,1,27731.05,0
2051,15797160,404,492,0,1,49,8,0.0,1,1,1,182865.09,1
2597,15763665,327,833,0,1,28,4,136674.51,2,0,0,5278.78,0
1644,15708048,914,631,0,1,34,4,124379.14,1,1,0,106892.91,0
817,15734565,41,696,0,0,29,8,0.0,2,1,0,191166.09,0
4816,15737647,1081,775,1,1,77,6,135120.56,1,1,0,37836.64,0
6881,15724453,670,570,0,0,23,2,0.0,1,0,0,198830.98,0
5293,15732610,1082,745,0,1,28,6,0.0,2,1,0,154389.18,0
4026,15640769,1083,660,0,0,63,8,137841.53,1,1,1,42790.29,0
1005,15723685,1084,601,1,1,26,7,105514.69,2,1,0,50070.59,0
2715,15710928,1085,665,0,1,55,8,136354.16,1,1,1,93769.89,0
9718,15654222,1086,757,2,0,30,3,145396.49,1,0,1,198341.15,0
5009,15768359,1061,534,0,0,36,4,120037.96,1,1,0,36275.94,0
6170,15785290,185,542,0,0,29,9,0.0,1,1,0,8342.35,0
6588,15705313,1087,707,0,1,33,2,58036.33,1,1,1,83335.78,0
8856,15689953,166,697,2,0,43,10,128226.37,1,0,0,188486.94,0
5672,15805104,254,743,0,1,73,6,0.0,2,0,1,107867.38,0
8339,15792453,1088,602,2,1,42,1,138912.17,1,1,1,139494.75,0
517,15752081,1089,468,0,1,56,10,0.0,3,0,1,62256.87,1
1930,15623791,446,632,2,1,40,3,109740.62,1,1,0,141896.74,0
7069,15730793,630,699,1,1,54,3,111009.32,1,1,1,155905.79,1
5499,15726774,584,563,0,0,35,3,106250.72,1,0,0,39546.32,0
6640,15583076,1090,588,1,0,41,6,106116.56,2,1,0,198766.61,0
5565,15700083,303,609,2,0,39,2,139443.75,2,1,0,9234.06,0
164,15680772,714,721,2,1,36,2,0.0,2,1,1,106977.8,0
1529,15597131,521,415,0,0,32,5,145807.59,1,1,1,3064.65,0
5409,15638257,737,682,2,1,54,0,83102.72,2,1,1,54132.93,0
385,15689294,1091,705,1,0,44,3,105934.96,1,1,0,82463.69,0
8642,15749103,683,604,1,1,47,4,118907.6,1,0,1,47777.15,1
4636,15761024,92,619,0,1,33,2,167733.51,2,1,1,65222.48,0
7806,15672499,633,635,0,0,34,3,134692.4,2,1,1,83773.02,0
3249,15800515,1092,516,0,0,35,5,128653.59,1,1,0,127558.26,0
7108,15767358,1081,711,1,1,45,1,97486.15,2,1,0,50610.62,0
8115,15607269,727,492,1,1,49,2,151249.45,2,1,1,167237.94,0
8140,15770539,929,792,0,0,30,1,127187.86,1,1,1,113553.42,0
6437,15723216,320,623,1,0,33,2,80002.33,1,1,1,104079.62,0
7117,15788776,1093,588,1,0,49,6,132623.76,3,1,0,36292.94,1
1012,15698442,1094,719,2,0,35,3,122964.88,1,1,1,138231.7,0
257,15636684,1095,727,0,0,34,10,0.0,2,1,1,198637.34,0
5159,15789582,1096,587,0,0,55,9,0.0,1,1,0,64593.07,0
8929,15567855,1097,623,0,1,29,1,0.0,2,0,0,39382.06,0
871,15799422,155,535,0,1,40,8,0.0,1,1,1,27689.77,0
8793,15766137,946,497,0,0,34,2,0.0,2,1,1,83087.13,0
6773,15652700,473,539,0,0,39,6,0.0,2,1,1,86767.48,0
7051,15720529,1098,591,0,0,29,6,0.0,2,1,1,108684.65,0
3830,15744200,1045,587,0,1,36,1,70784.27,1,1,0,30579.82,0
8821,15714832,121,652,1,0,36,9,150956.71,1,0,0,72350.17,0
1371,15791767,546,769,0,1,26,7,0.0,2,1,0,176843.53,0
2347,15706163,613,518,1,0,46,4,113625.93,1,0,0,92727.42,1
456,15733797,8,506,0,0,36,5,0.0,2,1,0,164253.35,0
8989,15812279,1099,634,0,0,37,5,115345.86,2,0,0,168781.8,0
3362,15754952,309,602,1,1,48,7,76595.08,2,0,0,127095.14,0
1500,15583595,171,461,0,1,28,8,0.0,1,1,1,103349.74,0
1819,15800517,694,633,2,0,32,5,163340.12,2,1,1,74415.2,0
3561,15733777,155,817,0,0,44,8,0.0,1,0,0,65501.91,1
1936,15799031,225,523,0,0,39,3,0.0,2,1,0,6726.53,0
9426,15683977,236,687,2,1,72,4,0.0,2,1,1,50267.69,0
6943,15617206,9,431,1,0,42,8,120822.86,2,1,0,126153.24,0
707,15776231,1100,626,1,0,35,4,88109.81,1,1,1,32825.5,0
1015,15585961,245,496,2,1,43,3,0.0,2,0,1,199505.53,0
2038,15678146,938,668,2,1,24,7,173962.32,1,0,0,106457.11,1
7133,15694666,311,707,2,0,48,8,88441.64,1,1,1,119903.2,1
3577,15635285,959,647,0,0,28,8,0.0,2,1,1,91055.27,0
8740,15615219,1101,518,0,0,59,5,138772.15,1,0,1,123872.0,0
420,15615624,1102,605,0,1,28,6,0.0,2,0,0,159508.52,0
8928,15801605,405,626,0,1,39,0,0.0,2,1,1,83295.09,0
7121,15603683,1103,796,2,1,23,3,146584.19,2,0,0,125445.8,0
68,15641582,483,735,1,0,43,10,123180.01,2,1,1,196673.28,0
8483,15756655,1104,632,0,1,34,2,0.0,2,0,0,165385.55,0
8893,15739476,61,680,0,1,32,5,0.0,1,1,1,150684.23,0
3373,15643967,862,652,0,1,37,4,92208.54,1,0,1,197699.8,1
2565,15672144,735,667,0,1,38,6,144432.04,1,1,1,73963.17,1
225,15568748,1105,671,1,0,45,6,99564.22,1,1,1,108872.45,1
9666,15745794,450,547,0,0,30,6,0.0,2,1,1,18471.86,0
5950,15714575,1106,742,1,1,44,8,107926.02,1,0,1,17375.27,1
7735,15722473,1107,713,0,0,41,3,0.0,2,1,0,55772.04,0
6737,15771299,1108,707,0,1,57,1,92053.0,1,1,1,164064.44,1
8555,15699095,950,603,0,1,24,3,0.0,1,1,1,198826.03,1
6337,15781534,585,536,1,1,35,4,121520.36,1,0,0,77178.42,0
90,15767954,561,635,1,1,28,3,81623.67,2,1,1,156791.36,0
3425,15814998,1109,688,2,0,42,5,0.0,2,0,0,197602.29,0
7394,15757434,1110,599,0,0,28,7,119706.22,1,0,0,31190.42,0
6650,15635277,1111,605,2,0,47,7,142643.54,1,1,0,189310.27,0
5475,15696277,238,651,0,1,34,9,0.0,2,1,0,138113.71,0
7102,15796569,429,831,2,1,44,10,0.0,1,0,1,47729.33,0
9463,15737385,854,800,2,1,46,6,0.0,2,1,0,171928.04,0
4565,15669204,66,650,1,0,23,4,93911.3,2,1,0,69055.45,0
459,15707362,131,514,1,0,43,1,95556.31,1,0,1,199273.98,1
566,15811773,252,543,0,0,36,4,0.0,2,1,1,141210.5,0
3495,15568120,1112,681,0,1,37,7,69609.85,1,1,1,72127.83,0
6478,15702464,68,549,0,1,34,4,0.0,2,0,0,139463.57,0
778,15628936,1113,692,2,0,28,9,118945.09,1,0,0,16064.25,1
4278,15797910,767,775,1,0,51,2,123783.25,1,1,1,134901.57,0
122,15580203,4,674,2,0,39,6,120193.42,1,0,0,100130.95,0
1212,15738174,1114,452,0,1,32,5,0.0,2,0,1,75279.39,0
885,15777211,1115,515,0,0,65,7,92113.61,1,1,1,142548.33,0
3855,15580935,142,687,1,0,33,9,135962.4,2,1,0,121747.96,0
221,15725311,1116,726,0,1,31,9,114722.05,2,1,1,98178.57,0
504,15730059,1117,638,2,0,44,9,77637.35,2,1,1,111346.22,0
4627,15622321,837,506,0,1,32,3,0.0,1,1,1,80823.02,0
7917,15610936,1118,562,0,0,33,6,0.0,2,1,0,111590.35,0
7128,15808662,1119,624,0,0,44,3,0.0,2,1,0,88407.51,0
1140,15569247,344,727,2,1,57,1,109679.72,1,0,1,753.37,0
5543,15664897,558,682,0,1,35,2,181166.44,1,1,1,63737.19,1
5817,15663917,275,547,0,0,43,1,92350.36,1,0,1,80262.91,0
1631,15634950,589,657,1,0,57,8,107174.58,1,1,1,126369.55,1
4530,15570087,1120,664,0,1,44,8,142989.69,1,1,1,115452.51,1
3366,15764431,495,671,2,1,34,5,130929.02,4,1,1,28238.25,1
7818,15642870,68,677,0,0,58,9,0.0,1,0,1,168650.4,0
4374,15596455,735,546,2,1,45,2,0.0,1,0,0,197789.83,1
8222,15774358,2,443,1,0,59,4,110939.3,1,1,0,72846.58,1
2790,15747503,548,705,2,0,44,0,184552.12,1,1,0,68860.3,1
3303,15630113,1121,593,2,0,35,4,161637.75,1,1,1,20008.46,0
9923,15596811,344,667,0,0,36,8,139753.35,1,1,0,79871.16,0
5043,15593468,1122,850,0,1,33,3,0.0,2,1,1,11159.19,0
1712,15617603,760,850,1,0,30,5,123210.56,2,1,1,102180.27,0
1562,15766374,1123,632,1,0,42,4,119624.6,2,1,1,195978.86,0
1549,15618581,1124,668,2,0,25,8,0.0,2,1,1,135112.09,0
6690,15614923,1125,630,2,0,41,7,107511.52,1,0,1,46156.87,0
4789,15674932,27,757,2,1,44,9,0.0,2,1,0,177528.92,0
6796,15713347,1126,577,2,0,48,6,179852.26,1,1,0,193580.32,0
9972,15721377,19,833,0,1,34,3,144751.81,1,0,0,166472.81,0
8894,15612670,830,631,2,1,46,10,0.0,2,1,1,129508.96,0
6110,15710105,1127,581,1,1,26,3,105099.45,1,1,1,184520.0,1
4643,15657449,1128,446,1,0,25,3,136202.78,1,1,0,176743.51,0
5583,15596972,1129,534,0,0,38,3,0.0,1,0,0,143938.27,0
2663,15742272,789,669,0,1,44,8,96418.09,1,0,0,131609.48,1
7593,15583552,429,674,1,0,44,3,88902.21,1,1,0,73731.32,0
5665,15661723,1130,667,2,0,71,4,137260.78,1,0,1,94433.08,1
375,15759537,782,717,1,0,35,7,58469.37,2,1,1,172459.39,0
1934,15815560,1131,666,1,0,74,7,105102.5,1,1,1,46172.47,0
3429,15570360,409,641,0,1,35,4,0.0,2,0,0,125986.18,0
1194,15779947,743,363,2,1,28,6,146098.43,3,1,0,100615.14,1
7159,15591010,221,434,1,0,55,8,109339.17,2,1,0,96405.88,1
5804,15672053,1132,526,2,0,38,2,0.0,2,0,0,58010.98,0
7139,15809837,1100,430,1,1,66,6,135392.31,2,1,1,172852.06,1
2710,15780212,735,592,0,0,37,4,212692.97,1,0,0,176395.02,0
7957,15731569,56,850,0,0,81,5,0.0,2,1,1,44827.47,0
5977,15807163,115,537,0,1,38,10,0.0,1,0,0,52337.97,1
7305,15764444,102,679,1,0,58,8,125850.53,2,1,1,87008.17,0
7964,15774316,958,630,0,0,37,6,0.0,2,1,1,82647.65,0
2391,15599251,1026,602,1,0,32,7,184715.86,2,1,0,113781.99,0
6056,15623972,1133,479,1,1,23,9,123575.51,1,0,1,95148.28,0
8995,15745201,1134,612,0,1,43,4,139496.35,2,1,1,77128.23,0
1932,15652693,320,573,0,1,26,4,129109.02,1,0,0,149814.68,1
7521,15665087,38,595,1,1,26,8,118547.72,1,1,1,151192.18,0
3730,15697702,1135,730,2,0,29,2,0.0,2,1,0,14174.09,0
8027,15679743,794,607,0,1,33,8,91301.72,1,0,1,130824.57,0
2973,15592877,537,641,2,0,42,9,132657.55,1,1,0,35367.19,0
8687,15597467,138,606,0,1,71,8,0.0,2,1,1,169741.96,0
6981,15748360,450,644,1,1,34,10,122196.99,2,1,1,182099.71,0
2762,15573280,1136,646,1,0,50,6,145295.31,2,1,1,27814.74,0
4385,15715796,353,728,0,0,37,0,0.0,2,1,1,72203.8,0
6533,15732299,1137,756,0,0,67,4,0.0,3,1,1,93081.87,0
7928,15713426,172,637,1,0,30,1,122185.53,1,1,0,102566.46,1
6375,15807473,1138,503,0,0,38,1,0.0,2,1,1,95153.24,0
9168,15645353,1139,607,0,0,26,1,0.0,1,1,0,29818.2,0
2106,15615096,727,492,0,1,31,7,0.0,2,1,1,49463.44,0
4180,15668580,774,716,2,0,33,2,0.0,2,1,1,92916.53,0
6003,15783026,143,701,0,1,41,2,0.0,1,1,0,47856.78,0
4791,15642022,1140,621,2,0,34,8,0.0,1,0,0,47972.65,0
2904,15728773,1058,568,0,1,47,7,0.0,2,1,1,45978.39,0
4280,15781777,490,604,0,0,33,3,148659.48,1,0,0,42437.75,0
2202,15682435,126,600,0,0,35,4,143744.77,2,1,0,104076.51,0
6527,15700946,1141,574,0,1,34,7,152992.91,1,1,1,134691.2,0
1989,15657107,574,563,2,1,46,8,106171.68,1,1,0,163145.5,1
616,15745295,1142,727,2,1,31,0,0.0,1,1,0,121751.04,1
6979,15778604,1143,571,0,1,47,7,0.0,2,0,0,112366.98,0
7659,15666297,1144,706,2,1,53,3,0.0,3,0,0,88479.02,1
2756,15625522,805,700,2,0,31,7,0.0,2,0,1,145151.96,0
1505,15791302,572,741,0,0,32,8,0.0,2,1,0,143598.7,0
7553,15781574,170,636,2,0,76,9,126534.6,1,1,1,39789.62,0
681,15780804,108,482,0,0,55,5,97318.25,1,0,1,78416.14,0
314,15797960,971,806,1,1,59,0,135296.33,1,1,0,182822.5,0
9027,15807593,830,546,2,1,36,7,85660.96,1,0,0,134778.01,0
1688,15589348,1145,850,2,0,37,4,137204.77,1,1,1,28865.59,0
8935,15630641,163,846,0,1,37,6,127103.97,1,1,1,41516.44,0
494,15725679,252,531,0,1,47,6,0.0,1,0,0,194998.34,1
2217,15627484,1101,686,0,1,47,5,113328.93,1,1,0,124170.9,0
4105,15676571,3,850,0,0,55,6,0.0,1,1,0,944.41,1
1948,15657812,442,688,0,0,52,1,0.0,2,1,1,172033.57,0
6712,15727499,277,666,1,1,36,3,129118.5,2,0,0,139435.12,0
1504,15762277,49,710,0,0,47,5,158623.14,1,0,0,83499.89,1
5875,15693902,139,597,0,0,19,2,0.0,2,1,1,91036.74,0
7570,15642448,1146,656,2,0,28,8,120047.77,1,1,1,137173.39,0
9474,15690733,574,608,2,0,45,4,0.0,2,0,0,36697.48,1
6050,15625905,1147,592,2,0,41,0,0.0,2,1,0,65906.07,0
8778,15723064,1148,603,2,0,24,1,165149.13,2,1,0,21858.28,0
2468,15716518,1149,617,0,1,27,4,0.0,2,0,0,190269.21,0
5,15737888,344,850,2,1,43,2,125510.82,1,1,1,79084.1,0
5192,15681075,1150,682,0,1,58,1,0.0,1,1,1,706.5,0
2796,15665110,1151,515,0,1,25,7,79543.59,1,0,1,38772.82,0
3316,15737977,1152,527,0,1,25,6,0.0,2,0,1,96758.58,0
1657,15575409,1153,581,1,0,31,6,116891.72,1,1,0,107137.3,0
9493,15775192,1154,732,1,1,48,4,102962.62,1,1,0,120852.85,1
3402,15588923,894,591,0,1,33,4,113743.37,1,1,0,124625.08,0
7664,15652667,1155,590,0,0,39,9,0.0,2,1,1,104730.52,0
7403,15632010,246,647,2,0,33,7,121260.19,2,1,0,77216.48,0
8942,15810660,277,774,1,0,34,4,120875.23,2,0,1,113407.26,0
4420,15677586,1156,587,1,1,32,3,125445.04,2,1,1,130514.78,0
1850,15583090,1157,581,2,1,29,8,0.0,2,1,0,46735.19,0
8435,15755330,300,512,1,0,41,7,122403.24,1,0,1,37439.9,1
8719,15627298,612,589,0,0,37,7,85146.48,2,1,0,86490.09,1
9007,15756118,218,661,2,0,20,8,0.0,1,1,0,110252.53,0
3073,15644296,492,740,0,1,30,8,105209.54,1,1,0,1852.58,0
493,15624170,627,639,0,1,38,4,81550.94,2,0,1,118974.77,0
